filename,heigth,width,label
00000_00000.ppm,27,26,36
00000_00001.ppm,27,29,36
00000_00002.ppm,29,28,36
00000_00003.ppm,31,31,36
00000_00004.ppm,33,33,36
00000_00005.ppm,34,35,36
00000_00006.ppm,37,37,36
00000_00007.ppm,37,38,36
00000_00008.ppm,39,39,36
00000_00009.ppm,40,40,36
00000_00010.ppm,43,43,36
00000_00011.ppm,44,43,36
00000_00012.ppm,45,46,36
00000_00013.ppm,48,47,36
00000_00014.ppm,48,49,36
00000_00015.ppm,49,50,36
00000_00016.ppm,50,50,36
00000_00017.ppm,51,52,36
00000_00018.ppm,51,52,36
00000_00019.ppm,52,51,36
00000_00020.ppm,53,54,36
00000_00021.ppm,54,54,36
00000_00022.ppm,53,54,36
00000_00023.ppm,54,55,36
00000_00024.ppm,54,54,36
00000_00025.ppm,58,56,36
00000_00026.ppm,58,57,36
00000_00027.ppm,61,60,36
00000_00028.ppm,64,65,36
00000_00029.ppm,74,72,36
00001_00000.ppm,32,30,36
00001_00001.ppm,31,33,36
00001_00002.ppm,32,33,36
00001_00003.ppm,32,33,36
00001_00004.ppm,33,33,36
00001_00005.ppm,32,33,36
00001_00006.ppm,33,34,36
00001_00007.ppm,33,35,36
00001_00008.ppm,34,36,36
00001_00009.ppm,35,37,36
00001_00010.ppm,36,37,36
00001_00011.ppm,38,37,36
00001_00012.ppm,38,38,36
00001_00013.ppm,40,39,36
00001_00014.ppm,40,39,36
00001_00015.ppm,41,40,36
00001_00016.ppm,43,42,36
00001_00017.ppm,45,44,36
00001_00018.ppm,45,46,36
00001_00019.ppm,47,47,36
00001_00020.ppm,48,50,36
00001_00021.ppm,51,51,36
00001_00022.ppm,54,54,36
00001_00023.ppm,56,56,36
00001_00024.ppm,60,58,36
00001_00025.ppm,64,62,36
00001_00026.ppm,70,67,36
00001_00027.ppm,73,73,36
00001_00028.ppm,82,80,36
00001_00029.ppm,95,92,36
00002_00000.ppm,26,26,36
00002_00001.ppm,27,26,36
00002_00002.ppm,26,25,36
00002_00003.ppm,27,26,36
00002_00004.ppm,29,30,36
00002_00005.ppm,30,30,36
00002_00006.ppm,31,30,36
00002_00007.ppm,31,34,36
00002_00008.ppm,35,35,36
00002_00009.ppm,36,37,36
00002_00010.ppm,38,37,36
00002_00011.ppm,40,40,36
00002_00012.ppm,39,40,36
00002_00013.ppm,43,44,36
00002_00014.ppm,48,47,36
00002_00015.ppm,49,49,36
00002_00016.ppm,51,52,36
00002_00017.ppm,54,56,36
00002_00018.ppm,57,59,36
00002_00019.ppm,58,59,36
00002_00020.ppm,62,60,36
00002_00021.ppm,65,64,36
00002_00022.ppm,65,64,36
00002_00023.ppm,70,70,36
00002_00024.ppm,70,69,36
00002_00025.ppm,69,70,36
00002_00026.ppm,70,69,36
00002_00027.ppm,70,70,36
00002_00028.ppm,73,70,36
00002_00029.ppm,73,71,36
00003_00000.ppm,25,25,36
00003_00001.ppm,28,28,36
00003_00002.ppm,28,28,36
00003_00003.ppm,29,28,36
00003_00004.ppm,30,29,36
00003_00005.ppm,29,29,36
00003_00006.ppm,29,29,36
00003_00007.ppm,30,30,36
00003_00008.ppm,30,31,36
00003_00009.ppm,33,31,36
00003_00010.ppm,33,32,36
00003_00011.ppm,34,33,36
00003_00012.ppm,34,35,36
00003_00013.ppm,37,36,36
00003_00014.ppm,37,37,36
00003_00015.ppm,39,37,36
00003_00016.ppm,39,38,36
00003_00017.ppm,41,40,36
00003_00018.ppm,43,42,36
00003_00019.ppm,44,45,36
00003_00020.ppm,48,47,36
00003_00021.ppm,50,49,36
00003_00022.ppm,51,51,36
00003_00023.ppm,53,54,36
00003_00024.ppm,58,57,36
00003_00025.ppm,65,60,36
00003_00026.ppm,73,68,36
00003_00027.ppm,85,76,36
00003_00028.ppm,93,85,36
00003_00029.ppm,114,104,36
00004_00000.ppm,28,28,36
00004_00001.ppm,29,28,36
00004_00002.ppm,30,29,36
00004_00003.ppm,32,30,36
00004_00004.ppm,31,31,36
00004_00005.ppm,33,33,36
00004_00006.ppm,33,32,36
00004_00007.ppm,34,34,36
00004_00008.ppm,35,35,36
00004_00009.ppm,37,36,36
00004_00010.ppm,37,36,36
00004_00011.ppm,38,37,36
00004_00012.ppm,40,38,36
00004_00013.ppm,40,38,36
00004_00014.ppm,42,38,36
00004_00015.ppm,43,41,36
00004_00016.ppm,42,40,36
00004_00017.ppm,43,41,36
00004_00018.ppm,44,41,36
00004_00019.ppm,43,43,36
00004_00020.ppm,45,43,36
00004_00021.ppm,46,43,36
00004_00022.ppm,46,44,36
00004_00023.ppm,48,44,36
00004_00024.ppm,48,46,36
00004_00025.ppm,49,47,36
00004_00026.ppm,52,48,36
00004_00027.ppm,55,51,36
00004_00028.ppm,58,54,36
00004_00029.ppm,64,59,36
00005_00000.ppm,29,30,36
00005_00001.ppm,31,30,36
00005_00002.ppm,30,30,36
00005_00003.ppm,31,32,36
00005_00004.ppm,32,33,36
00005_00005.ppm,33,33,36
00005_00006.ppm,35,34,36
00005_00007.ppm,35,35,36
00005_00008.ppm,34,35,36
00005_00009.ppm,36,35,36
00005_00010.ppm,36,37,36
00005_00011.ppm,37,37,36
00005_00012.ppm,39,39,36
00005_00013.ppm,40,40,36
00005_00014.ppm,41,40,36
00005_00015.ppm,43,42,36
00005_00016.ppm,45,45,36
00005_00017.ppm,45,45,36
00005_00018.ppm,47,47,36
00005_00019.ppm,50,49,36
00005_00020.ppm,50,51,36
00005_00021.ppm,52,52,36
00005_00022.ppm,55,55,36
00005_00023.ppm,56,57,36
00005_00024.ppm,60,61,36
00005_00025.ppm,62,63,36
00005_00026.ppm,64,66,36
00005_00027.ppm,71,71,36
00005_00028.ppm,73,76,36
00005_00029.ppm,75,77,36
00006_00000.ppm,30,29,36
00006_00001.ppm,30,29,36
00006_00002.ppm,30,29,36
00006_00003.ppm,32,31,36
00006_00004.ppm,32,33,36
00006_00005.ppm,34,33,36
00006_00006.ppm,33,34,36
00006_00007.ppm,33,34,36
00006_00008.ppm,34,34,36
00006_00009.ppm,35,35,36
00006_00010.ppm,36,36,36
00006_00011.ppm,36,36,36
00006_00012.ppm,36,36,36
00006_00013.ppm,37,38,36
00006_00014.ppm,42,41,36
00006_00015.ppm,41,40,36
00006_00016.ppm,41,40,36
00006_00017.ppm,43,43,36
00006_00018.ppm,47,46,36
00006_00019.ppm,48,48,36
00006_00020.ppm,50,50,36
00006_00021.ppm,53,53,36
00006_00022.ppm,55,55,36
00006_00023.ppm,59,58,36
00006_00024.ppm,65,64,36
00006_00025.ppm,69,69,36
00006_00026.ppm,74,73,36
00006_00027.ppm,85,84,36
00006_00028.ppm,99,97,36
00006_00029.ppm,110,110,36
00007_00000.ppm,29,30,36
00007_00001.ppm,31,30,36
00007_00002.ppm,31,31,36
00007_00003.ppm,32,30,36
00007_00004.ppm,32,31,36
00007_00005.ppm,32,30,36
00007_00006.ppm,31,31,36
00007_00007.ppm,33,33,36
00007_00008.ppm,32,32,36
00007_00009.ppm,33,32,36
00007_00010.ppm,33,32,36
00007_00011.ppm,32,31,36
00007_00012.ppm,33,32,36
00007_00013.ppm,35,34,36
00007_00014.ppm,35,34,36
00007_00015.ppm,35,33,36
00007_00016.ppm,35,33,36
00007_00017.ppm,35,34,36
00007_00018.ppm,38,36,36
00007_00019.ppm,38,36,36
00007_00020.ppm,36,34,36
00007_00021.ppm,37,35,36
00007_00022.ppm,37,36,36
00007_00023.ppm,39,37,36
00007_00024.ppm,38,37,36
00007_00025.ppm,40,39,36
00007_00026.ppm,39,39,36
00007_00027.ppm,39,37,36
00007_00028.ppm,40,38,36
00007_00029.ppm,42,41,36
00008_00000.ppm,25,26,36
00008_00001.ppm,26,27,36
00008_00002.ppm,28,27,36
00008_00003.ppm,29,26,36
00008_00004.ppm,28,28,36
00008_00005.ppm,28,28,36
