filename,heigth,width,label
271.ppm,610,931,44
272.ppm,327,558,44
273.ppm,886,883,44
274.ppm,294,400,44
275.ppm,197,295,44
276.ppm,169,265,44
277.ppm,665,919,44
278.ppm,304,569,44
279.ppm,249,443,44
280.ppm,456,449,44
281.ppm,319,348,44
282.ppm,220,209,44
283.ppm,730,812,44
284.ppm,473,439,44
285.ppm,503,691,44
286.ppm,528,930,44
287.ppm,514,784,44
288.ppm,456,406,44
289.ppm,539,626,44
290.ppm,347,525,44
291.ppm,164,347,44
292.ppm,200,407,44
293.ppm,412,649,44
294.ppm,333,364,44
295.ppm,361,617,44
296.ppm,302,562,44
297.ppm,206,349,44
298.ppm,413,648,44
299.ppm,274,432,44
300.ppm,225,360,44
301.ppm,673,969,44
302.ppm,741,1097,44
303.ppm,745,813,44
304.ppm,458,476,44
305.ppm,616,1020,44
306.ppm,594,853,44
307.ppm,276,566,44
308.ppm,219,372,44
309.ppm,206,337,44
310.ppm,180,298,44
311.ppm,454,736,44
312.ppm,229,289,44
313.ppm,463,729,44
314.ppm,173,298,44
315.ppm,130,200,44
316.ppm,164,294,44
317.ppm,402,554,44
318.ppm,180,314,44
319.ppm,516,912,44
320.ppm,307,442,44
321.ppm,318,495,44
322.ppm,455,486,44
323.ppm,298,295,44
324.ppm,815,911,44
325.ppm,455,682,44
326.ppm,564,901,44
327.ppm,367,550,44
328.ppm,257,290,44
329.ppm,358,605,44
330.ppm,316,514,44
331.ppm,284,477,44
332.ppm,592,869,44
333.ppm,1280,1920,44
334.ppm,374,743,44
335.ppm,205,405,44
336.ppm,175,375,44
337.ppm,229,442,44
338.ppm,292,330,44
339.ppm,306,464,44
340.ppm,198,408,44
341.ppm,229,463,44
342.ppm,442,750,44
343.ppm,214,448,44
344.ppm,308,666,44
345.ppm,175,328,44
346.ppm,248,443,44
347.ppm,255,554,44
348.ppm,206,389,44
349.ppm,247,379,44
350.ppm,276,468,44
351.ppm,273,544,44
352.ppm,140,266,44
353.ppm,237,509,44
354.ppm,309,536,44
355.ppm,154,291,44
356.ppm,215,441,44
357.ppm,187,315,44
358.ppm,218,394,44
359.ppm,220,512,44
360.ppm,156,274,44
361.ppm,140,231,44
362.ppm,197,593,44
363.ppm,107,263,44
364.ppm,262,599,44
365.ppm,80,149,44
366.ppm,180,382,44
367.ppm,211,445,44
368.ppm,284,572,44
369.ppm,267,477,44
370.ppm,327,462,44
371.ppm,185,412,44
372.ppm,245,403,44
373.ppm,245,428,44
374.ppm,349,621,44
375.ppm,366,565,44
376.ppm,273,549,44
377.ppm,219,458,44
378.ppm,217,483,44
379.ppm,228,489,44
380.ppm,366,668,44
381.ppm,367,677,44
382.ppm,334,536,44
383.ppm,398,659,44
384.ppm,314,482,44
385.ppm,288,502,44
386.ppm,271,506,44
387.ppm,311,601,44
388.ppm,331,718,44
389.ppm,300,326,44
390.ppm,504,781,44
391.ppm,303,311,44
392.ppm,401,655,44
393.ppm,182,299,44
394.ppm,183,333,44
395.ppm,158,228,44
396.ppm,206,338,44
397.ppm,166,211,44
398.ppm,116,157,44
399.ppm,475,792,44
400.ppm,237,379,44
401.ppm,145,219,44
402.ppm,286,365,44
403.ppm,100,129,44
404.ppm,113,175,44
405.ppm,90,118,44
406.ppm,374,599,44
407.ppm,166,242,44
408.ppm,118,122,44
409.ppm,25,24,44
410.ppm,285,423,44
411.ppm,85,121,44
412.ppm,106,258,44
413.ppm,148,316,44
414.ppm,123,201,44
415.ppm,148,240,44
416.ppm,155,144,44
417.ppm,115,207,44
418.ppm,380,613,44
419.ppm,145,226,44
420.ppm,99,167,44
421.ppm,137,344,44
422.ppm,108,195,44
423.ppm,145,280,44
424.ppm,134,189,44
425.ppm,280,456,44
426.ppm,90,114,44
427.ppm,152,278,44
428.ppm,117,217,44
429.ppm,65,113,44
430.ppm,111,148,44
431.ppm,169,263,44
432.ppm,91,137,44
433.ppm,345,529,44
434.ppm,113,242,44
435.ppm,131,264,44
436.ppm,199,167,44
437.ppm,87,100,44
438.ppm,57,65,44
439.ppm,103,127,44
440.ppm,120,146,44
441.ppm,95,155,44
442.ppm,137,232,44
443.ppm,61,122,44
444.ppm,93,107,44
445.ppm,123,202,44
446.ppm,63,122,44
447.ppm,67,109,44
448.ppm,71,140,44
449.ppm,202,421,44
450.ppm,96,261,44
451.ppm,57,88,44
452.ppm,214,311,44
453.ppm,367,648,44
454.ppm,281,554,44
455.ppm,153,231,44
456.ppm,107,227,44
457.ppm,780,1421,44
458.ppm,790,1462,44
459.ppm,487,1057,44
460.ppm,361,771,44
461.ppm,80,135,44
462.ppm,323,676,44
463.ppm,251,500,44
464.ppm,400,592,44
465.ppm,165,226,44
466.ppm,58,95,44
467.ppm,64,104,44
468.ppm,91,127,44
469.ppm,86,160,44
470.ppm,80,166,44
471.ppm,77,108,44
472.ppm,104,112,44
473.ppm,132,187,44
474.ppm,159,217,44
475.ppm,178,242,44
476.ppm,111,125,44
477.ppm,71,110,44
478.ppm,131,189,44
479.ppm,153,246,44
480.ppm,396,378,44
481.ppm,84,136,44
482.ppm,140,160,44
