filename,heigth,width,label
00000_00000.ppm,41,43,27
00000_00001.ppm,43,46,27
00000_00002.ppm,44,46,27
00000_00003.ppm,46,49,27
00000_00004.ppm,46,50,27
00000_00005.ppm,48,52,27
00000_00006.ppm,50,53,27
00000_00007.ppm,50,55,27
00000_00008.ppm,51,54,27
00000_00009.ppm,53,57,27
00000_00010.ppm,55,59,27
00000_00011.ppm,58,61,27
00000_00012.ppm,59,62,27
00000_00013.ppm,61,64,27
00000_00014.ppm,65,68,27
00000_00015.ppm,68,72,27
00000_00016.ppm,70,74,27
00000_00017.ppm,72,76,27
00000_00018.ppm,77,83,27
00000_00019.ppm,82,86,27
00000_00020.ppm,86,93,27
00000_00021.ppm,89,95,27
00000_00022.ppm,94,101,27
00000_00023.ppm,98,109,27
00000_00024.ppm,106,116,27
00000_00025.ppm,112,125,27
00000_00026.ppm,122,134,27
00000_00027.ppm,135,147,27
00000_00028.ppm,151,167,27
00000_00029.ppm,165,181,27
00001_00000.ppm,34,37,27
00001_00001.ppm,36,36,27
00001_00002.ppm,36,38,27
00001_00003.ppm,37,38,27
00001_00004.ppm,38,38,27
00001_00005.ppm,38,39,27
00001_00006.ppm,37,39,27
00001_00007.ppm,39,40,27
00001_00008.ppm,41,43,27
00001_00009.ppm,41,42,27
00001_00010.ppm,42,46,27
00001_00011.ppm,44,46,27
00001_00012.ppm,46,48,27
00001_00013.ppm,46,49,27
00001_00014.ppm,48,51,27
00001_00015.ppm,48,52,27
00001_00016.ppm,50,55,27
00001_00017.ppm,54,57,27
00001_00018.ppm,55,59,27
00001_00019.ppm,59,65,27
00001_00020.ppm,61,68,27
00001_00021.ppm,63,72,27
00001_00022.ppm,68,75,27
00001_00023.ppm,73,84,27
00001_00024.ppm,80,89,27
00001_00025.ppm,87,98,27
00001_00026.ppm,98,109,27
00001_00027.ppm,110,122,27
00001_00028.ppm,117,131,27
00001_00029.ppm,143,157,27
00002_00000.ppm,29,31,27
00002_00001.ppm,31,33,27
00002_00002.ppm,32,34,27
00002_00003.ppm,32,35,27
00002_00004.ppm,33,36,27
00002_00005.ppm,33,36,27
00002_00006.ppm,34,38,27
00002_00007.ppm,34,38,27
00002_00008.ppm,35,39,27
00002_00009.ppm,38,40,27
00002_00010.ppm,38,42,27
00002_00011.ppm,38,43,27
00002_00012.ppm,41,46,27
00002_00013.ppm,41,48,27
00002_00014.ppm,44,48,27
00002_00015.ppm,46,51,27
00002_00016.ppm,48,53,27
00002_00017.ppm,49,56,27
00002_00018.ppm,53,58,27
00002_00019.ppm,55,60,27
00002_00020.ppm,58,62,27
00002_00021.ppm,63,69,27
00002_00022.ppm,69,74,27
00002_00023.ppm,72,80,27
00002_00024.ppm,81,88,27
00002_00025.ppm,87,98,27
00002_00026.ppm,99,108,27
00002_00027.ppm,108,120,27
00002_00028.ppm,129,142,27
00002_00029.ppm,148,167,27
00003_00000.ppm,42,40,27
00003_00001.ppm,42,42,27
00003_00002.ppm,44,42,27
00003_00003.ppm,44,42,27
00003_00004.ppm,44,42,27
00003_00005.ppm,43,43,27
00003_00006.ppm,44,43,27
00003_00007.ppm,44,42,27
00003_00008.ppm,45,44,27
00003_00009.ppm,46,44,27
00003_00010.ppm,47,46,27
00003_00011.ppm,47,46,27
00003_00012.ppm,47,48,27
00003_00013.ppm,49,48,27
00003_00014.ppm,48,48,27
00003_00015.ppm,49,48,27
00003_00016.ppm,49,49,27
00003_00017.ppm,49,48,27
00003_00018.ppm,49,49,27
00003_00019.ppm,51,50,27
00003_00020.ppm,51,52,27
00003_00021.ppm,52,52,27
00003_00022.ppm,54,54,27
00003_00023.ppm,54,54,27
00003_00024.ppm,56,55,27
00003_00025.ppm,56,56,27
00003_00026.ppm,56,56,27
00003_00027.ppm,58,57,27
00003_00028.ppm,60,60,27
00003_00029.ppm,60,60,27
00004_00000.ppm,36,40,27
00004_00001.ppm,37,41,27
00004_00002.ppm,38,41,27
00004_00003.ppm,38,40,27
00004_00004.ppm,39,42,27
00004_00005.ppm,39,42,27
00004_00006.ppm,40,43,27
00004_00007.ppm,42,43,27
00004_00008.ppm,43,43,27
00004_00009.ppm,44,44,27
00004_00010.ppm,45,47,27
00004_00011.ppm,45,47,27
00004_00012.ppm,46,47,27
00004_00013.ppm,45,47,27
00004_00014.ppm,46,49,27
00004_00015.ppm,48,51,27
00004_00016.ppm,50,52,27
00004_00017.ppm,52,54,27
00004_00018.ppm,53,56,27
00004_00019.ppm,53,56,27
00004_00020.ppm,56,57,27
00004_00021.ppm,58,61,27
00004_00022.ppm,59,63,27
00004_00023.ppm,59,62,27
00004_00024.ppm,62,67,27
00004_00025.ppm,65,70,27
00004_00026.ppm,70,72,27
00004_00027.ppm,68,72,27
00004_00028.ppm,71,76,27
00004_00029.ppm,83,83,27
00005_00000.ppm,25,28,27
00005_00001.ppm,26,29,27
00005_00002.ppm,26,28,27
00005_00003.ppm,28,31,27
00005_00004.ppm,29,31,27
00005_00005.ppm,30,33,27
00005_00006.ppm,31,34,27
00005_00007.ppm,31,33,27
00005_00008.ppm,31,33,27
00005_00009.ppm,33,34,27
00005_00010.ppm,33,34,27
00005_00011.ppm,34,35,27
00005_00012.ppm,35,36,27
00005_00013.ppm,35,38,27
00005_00014.ppm,37,39,27
00005_00015.ppm,37,39,27
00005_00016.ppm,38,40,27
00005_00017.ppm,40,42,27
00005_00018.ppm,41,45,27
00005_00019.ppm,44,48,27
00005_00020.ppm,46,50,27
00005_00021.ppm,48,52,27
00005_00022.ppm,51,53,27
00005_00023.ppm,56,58,27
00005_00024.ppm,56,62,27
00005_00025.ppm,60,67,27
00005_00026.ppm,70,75,27
00005_00027.ppm,75,84,27
00005_00028.ppm,83,92,27
00005_00029.ppm,97,107,27
00006_00000.ppm,38,41,27
00006_00001.ppm,39,40,27
00006_00002.ppm,38,42,27
00006_00003.ppm,37,41,27
00006_00004.ppm,40,43,27
00006_00005.ppm,38,43,27
00006_00006.ppm,39,44,27
00006_00007.ppm,40,45,27
00006_00008.ppm,41,44,27
00006_00009.ppm,41,48,27
00006_00010.ppm,44,49,27
00006_00011.ppm,42,48,27
00006_00012.ppm,44,50,27
00006_00013.ppm,44,48,27
00006_00014.ppm,47,51,27
00006_00015.ppm,47,50,27
00006_00016.ppm,48,53,27
00006_00017.ppm,47,54,27
00006_00018.ppm,50,53,27
00006_00019.ppm,49,55,27
00006_00020.ppm,51,53,27
00006_00021.ppm,53,55,27
00006_00022.ppm,55,58,27
00006_00023.ppm,55,59,27
00006_00024.ppm,57,58,27
00006_00025.ppm,60,62,27
00006_00026.ppm,60,62,27
00006_00027.ppm,61,64,27
00006_00028.ppm,63,64,27
00006_00029.ppm,67,69,27
00007_00000.ppm,30,32,27
00007_00001.ppm,30,32,27
00007_00002.ppm,32,34,27
00007_00003.ppm,32,34,27
00007_00004.ppm,31,35,27
00007_00005.ppm,33,35,27
00007_00006.ppm,32,36,27
00007_00007.ppm,34,36,27
00007_00008.ppm,34,38,27
00007_00009.ppm,35,39,27
00007_00010.ppm,36,40,27
00007_00011.ppm,38,40,27
00007_00012.ppm,38,42,27
00007_00013.ppm,40,41,27
00007_00014.ppm,41,44,27
00007_00015.ppm,42,46,27
00007_00016.ppm,43,47,27
00007_00017.ppm,45,48,27
00007_00018.ppm,45,50,27
00007_00019.ppm,48,52,27
00007_00020.ppm,49,53,27
00007_00021.ppm,51,56,27
00007_00022.ppm,55,59,27
00007_00023.ppm,55,61,27
00007_00024.ppm,58,63,27
00007_00025.ppm,60,63,27
00007_00026.ppm,62,69,27
00007_00027.ppm,68,74,27
00007_00028.ppm,71,80,27
00007_00029.ppm,80,84,27
