filename,heigth,width,label
734.ppm,464,511,46
735.ppm,505,450,46
736.ppm,453,397,46
737.ppm,649,563,46
738.ppm,470,462,46
739.ppm,593,569,46
740.ppm,408,458,46
741.ppm,293,298,46
742.ppm,262,295,46
743.ppm,394,430,46
744.ppm,719,890,46
745.ppm,442,440,46
746.ppm,511,538,46
747.ppm,1006,1007,46
748.ppm,749,744,46
749.ppm,528,447,46
750.ppm,447,441,46
751.ppm,476,521,46
752.ppm,554,574,46
753.ppm,815,856,46
754.ppm,405,420,46
755.ppm,433,377,46
756.ppm,756,776,46
757.ppm,492,427,46
758.ppm,531,517,46
759.ppm,496,506,46
760.ppm,416,464,46
761.ppm,445,343,46
762.ppm,352,314,46
763.ppm,278,275,46
764.ppm,609,570,46
765.ppm,587,657,46
766.ppm,666,663,46
767.ppm,502,482,46
768.ppm,465,393,46
769.ppm,239,232,46
770.ppm,216,181,46
771.ppm,410,356,46
772.ppm,454,470,46
773.ppm,590,602,46
774.ppm,608,584,46
775.ppm,758,825,46
776.ppm,345,353,46
777.ppm,266,245,46
778.ppm,784,1004,46
779.ppm,752,654,46
780.ppm,538,550,46
781.ppm,159,196,46
782.ppm,284,272,46
783.ppm,366,516,46
784.ppm,317,347,46
785.ppm,411,421,46
786.ppm,253,279,46
787.ppm,819,1027,46
788.ppm,397,362,46
789.ppm,145,137,46
790.ppm,543,578,46
791.ppm,523,465,46
792.ppm,456,474,46
793.ppm,555,456,46
794.ppm,542,470,46
795.ppm,175,172,46
796.ppm,379,418,46
797.ppm,419,433,46
798.ppm,286,300,46
799.ppm,273,291,46
800.ppm,239,233,46
801.ppm,365,364,46
802.ppm,502,531,46
803.ppm,758,746,46
804.ppm,517,546,46
805.ppm,582,538,46
806.ppm,371,404,46
807.ppm,345,359,46
808.ppm,377,393,46
809.ppm,273,272,46
810.ppm,359,337,46
811.ppm,527,515,46
812.ppm,527,515,46
813.ppm,384,395,46
814.ppm,451,367,46
815.ppm,392,330,46
816.ppm,399,425,46
817.ppm,412,436,46
818.ppm,352,362,46
819.ppm,432,447,46
820.ppm,477,525,46
821.ppm,435,417,46
822.ppm,374,390,46
823.ppm,374,390,46
824.ppm,374,390,46
825.ppm,272,311,46
826.ppm,319,333,46
827.ppm,332,311,46
828.ppm,385,356,46
829.ppm,417,449,46
830.ppm,362,370,46
831.ppm,362,370,46
832.ppm,326,305,46
833.ppm,385,392,46
834.ppm,353,332,46
835.ppm,417,454,46
836.ppm,319,363,46
837.ppm,354,366,46
838.ppm,461,400,46
839.ppm,470,518,46
840.ppm,264,291,46
841.ppm,414,443,46
842.ppm,317,296,46
843.ppm,411,417,46
844.ppm,298,283,46
845.ppm,360,378,46
846.ppm,430,435,46
847.ppm,380,388,46
848.ppm,189,186,46
849.ppm,318,320,46
850.ppm,127,145,46
851.ppm,195,187,46
852.ppm,176,185,46
853.ppm,191,192,46
854.ppm,289,263,46
855.ppm,1022,915,46
856.ppm,188,163,46
857.ppm,134,130,46
858.ppm,180,178,46
859.ppm,262,215,46
860.ppm,331,308,46
861.ppm,475,453,46
862.ppm,218,247,46
863.ppm,450,263,46
864.ppm,192,200,46
865.ppm,182,217,46
866.ppm,156,107,46
867.ppm,241,227,46
868.ppm,301,298,46
869.ppm,222,223,46
870.ppm,149,164,46
871.ppm,363,288,46
872.ppm,133,147,46
873.ppm,328,288,46
874.ppm,229,240,46
875.ppm,205,204,46
876.ppm,282,309,46
877.ppm,158,151,46
878.ppm,162,174,46
879.ppm,189,187,46
880.ppm,332,221,46
881.ppm,298,324,46
882.ppm,164,195,46
883.ppm,139,162,46
884.ppm,202,195,46
885.ppm,75,101,46
886.ppm,41,34,46
887.ppm,73,94,46
888.ppm,143,162,46
889.ppm,74,84,46
890.ppm,108,115,46
891.ppm,139,129,46
892.ppm,61,84,46
893.ppm,224,172,46
894.ppm,89,97,46
895.ppm,92,73,46
896.ppm,51,36,46
897.ppm,181,177,46
898.ppm,50,44,46
899.ppm,68,73,46
900.ppm,61,76,46
901.ppm,68,72,46
902.ppm,240,221,46
903.ppm,102,150,46
904.ppm,106,127,46
905.ppm,76,91,46
906.ppm,114,144,46
907.ppm,257,257,46
908.ppm,123,150,46
909.ppm,91,96,46
910.ppm,128,150,46
911.ppm,121,160,46
912.ppm,170,152,46
913.ppm,65,58,46
914.ppm,125,88,46
915.ppm,520,528,46
916.ppm,73,63,46
917.ppm,162,156,46
918.ppm,377,390,46
919.ppm,92,111,46
920.ppm,103,180,46
921.ppm,131,172,46
922.ppm,93,98,46
923.ppm,130,119,46
924.ppm,162,196,46
925.ppm,119,203,46
926.ppm,120,114,46
927.ppm,192,222,46
928.ppm,321,276,46
929.ppm,99,106,46
930.ppm,51,56,46
931.ppm,98,133,46
932.ppm,382,392,46
933.ppm,64,53,46
934.ppm,118,115,46
935.ppm,159,172,46
936.ppm,147,163,46
937.ppm,870,727,46
938.ppm,215,312,46
939.ppm,165,172,46
940.ppm,224,310,46
941.ppm,186,260,46
942.ppm,161,142,46
943.ppm,195,173,46
944.ppm,237,278,46
945.ppm,351,369,46
946.ppm,421,427,46
947.ppm,308,286,46
948.ppm,236,261,46
949.ppm,556,614,46
950.ppm,116,114,46
951.ppm,387,368,46
952.ppm,145,151,46
953.ppm,756,816,46
954.ppm,438,466,46
955.ppm,63,59,46
956.ppm,364,388,46
957.ppm,99,122,46
958.ppm,619,690,46
959.ppm,66,79,46
960.ppm,426,456,46
961.ppm,521,457,46
962.ppm,63,68,46
963.ppm,415,437,46
964.ppm,67,59,46
965.ppm,285,296,46
966.ppm,246,229,46
967.ppm,282,249,46
968.ppm,218,211,46
969.ppm,56,48,46
970.ppm,163,151,46
971.ppm,367,362,46
972.ppm,97,105,46
973.ppm,78,73,46
974.ppm,486,452,46
975.ppm,535,551,46
976.ppm,157,160,46
977.ppm,100,111,46
978.ppm,162,182,46
979.ppm,674,695,46
980.ppm,105,111,46
981.ppm,238,258,46
982.ppm,488,495,46
983.ppm,372,394,46
984.ppm,312,328,46
985.ppm,157,166,46
986.ppm,365,419,46
987.ppm,69,70,46
988.ppm,423,410,46
989.ppm,341,308,46
990.ppm,262,250,46
991.ppm,242,220,46
992.ppm,64,60,46
993.ppm,440,436,46
994.ppm,144,160,46
995.ppm,296,322,46
996.ppm,463,461,46
