filename,heigth,width,label
1541.ppm,465,448,49
1542.ppm,447,446,49
1543.ppm,556,542,49
1544.ppm,409,358,49
1545.ppm,474,626,49
1546.ppm,436,512,49
1547.ppm,669,755,49
1548.ppm,773,825,49
1549.ppm,410,432,49
1550.ppm,445,490,49
1551.ppm,792,715,49
1552.ppm,422,447,49
1553.ppm,663,597,49
1554.ppm,354,401,49
1555.ppm,422,336,49
1556.ppm,297,302,49
1557.ppm,363,358,49
1558.ppm,643,610,49
1559.ppm,846,973,49
1560.ppm,886,795,49
1561.ppm,702,737,49
1562.ppm,536,535,49
1563.ppm,426,481,49
1564.ppm,747,760,49
1565.ppm,391,400,49
1566.ppm,403,409,49
1567.ppm,483,441,49
1568.ppm,492,507,49
1569.ppm,306,306,49
1570.ppm,274,278,49
1571.ppm,253,311,49
1572.ppm,281,246,49
1573.ppm,287,291,49
1574.ppm,549,614,49
1575.ppm,777,857,49
1576.ppm,806,793,49
1577.ppm,549,621,49
1578.ppm,526,479,49
1579.ppm,654,699,49
1580.ppm,583,546,49
1581.ppm,437,470,49
1582.ppm,576,464,49
1583.ppm,743,650,49
1584.ppm,535,465,49
1585.ppm,1043,839,49
1586.ppm,418,404,49
1587.ppm,700,697,49
1588.ppm,456,455,49
1589.ppm,492,521,49
1590.ppm,358,431,49
1591.ppm,175,185,49
1592.ppm,642,666,49
1593.ppm,862,798,49
1594.ppm,753,593,49
1595.ppm,525,505,49
1596.ppm,399,424,49
1597.ppm,474,502,49
1598.ppm,447,459,49
1599.ppm,473,471,49
1600.ppm,473,471,49
1601.ppm,471,500,49
1602.ppm,475,427,49
1603.ppm,506,270,49
1604.ppm,373,319,49
1605.ppm,490,396,49
1606.ppm,349,313,49
1607.ppm,348,319,49
1608.ppm,474,412,49
1609.ppm,474,412,49
1610.ppm,426,412,49
1611.ppm,393,385,49
1612.ppm,385,364,49
1613.ppm,482,434,49
1614.ppm,338,288,49
1615.ppm,432,457,49
1616.ppm,432,457,49
1617.ppm,462,415,49
1618.ppm,391,378,49
1619.ppm,370,367,49
1620.ppm,350,308,49
1621.ppm,330,331,49
1622.ppm,330,331,49
1623.ppm,237,229,49
1624.ppm,505,496,49
1625.ppm,515,502,49
1626.ppm,564,543,49
1627.ppm,669,645,49
1628.ppm,604,619,49
1629.ppm,567,561,49
1630.ppm,450,447,49
1631.ppm,450,447,49
1632.ppm,531,517,49
1633.ppm,405,439,49
1634.ppm,435,477,49
1635.ppm,435,477,49
1636.ppm,435,477,49
1637.ppm,377,440,49
1638.ppm,347,392,49
1639.ppm,347,392,49
1640.ppm,481,422,49
1641.ppm,381,345,49
1642.ppm,486,487,49
1643.ppm,486,487,49
1644.ppm,405,356,49
1645.ppm,276,317,49
1646.ppm,287,307,49
1647.ppm,385,390,49
1648.ppm,646,673,49
1649.ppm,431,454,49
1650.ppm,472,509,49
1651.ppm,399,408,49
1652.ppm,368,383,49
1653.ppm,507,530,49
1654.ppm,431,467,49
1655.ppm,431,467,49
1656.ppm,405,415,49
1657.ppm,531,549,49
1658.ppm,153,142,49
1659.ppm,358,348,49
1660.ppm,414,395,49
1661.ppm,506,521,49
1662.ppm,481,489,49
1663.ppm,530,534,49
1664.ppm,384,399,49
1665.ppm,384,399,49
1666.ppm,384,399,49
1667.ppm,384,399,49
1668.ppm,317,352,49
1669.ppm,407,424,49
1670.ppm,358,357,49
1671.ppm,285,293,49
1672.ppm,313,326,49
1673.ppm,397,391,49
1674.ppm,369,352,49
1675.ppm,389,385,49
1676.ppm,496,502,49
1677.ppm,495,499,49
1678.ppm,428,456,49
1679.ppm,556,324,49
1680.ppm,372,242,49
1681.ppm,616,654,49
1682.ppm,432,430,49
1683.ppm,163,163,49
1684.ppm,121,123,49
1685.ppm,142,123,49
1686.ppm,169,172,49
1687.ppm,252,227,49
1688.ppm,241,234,49
1689.ppm,185,186,49
1690.ppm,190,191,49
1691.ppm,572,587,49
1692.ppm,680,712,49
1693.ppm,407,308,49
1694.ppm,630,528,49
1695.ppm,614,408,49
1696.ppm,301,310,49
1697.ppm,257,281,49
1698.ppm,222,242,49
1699.ppm,210,198,49
1700.ppm,179,171,49
1701.ppm,151,137,49
1702.ppm,243,254,49
1703.ppm,225,220,49
1704.ppm,162,186,49
1705.ppm,157,181,49
1706.ppm,258,252,49
1707.ppm,289,286,49
1708.ppm,437,430,49
1709.ppm,400,404,49
1710.ppm,107,159,49
1711.ppm,95,105,49
1712.ppm,61,58,49
1713.ppm,58,51,49
1714.ppm,89,139,49
1715.ppm,105,103,49
1716.ppm,99,101,49
1717.ppm,73,78,49
1718.ppm,144,193,49
1719.ppm,126,135,49
1720.ppm,131,128,49
1721.ppm,150,128,49
1722.ppm,87,85,49
1723.ppm,160,168,49
1724.ppm,222,221,49
1725.ppm,245,228,49
1726.ppm,383,404,49
1727.ppm,437,449,49
1728.ppm,100,99,49
1729.ppm,87,95,49
1730.ppm,118,119,49
1731.ppm,131,128,49
1732.ppm,83,86,49
1733.ppm,82,73,49
1734.ppm,90,100,49
1735.ppm,100,99,49
1736.ppm,66,65,49
1737.ppm,68,70,49
1738.ppm,89,79,49
1739.ppm,90,74,49
1740.ppm,192,218,49
1741.ppm,171,189,49
1742.ppm,166,165,49
1743.ppm,164,154,49
1744.ppm,132,132,49
1745.ppm,143,143,49
1746.ppm,260,282,49
1747.ppm,132,141,49
1748.ppm,157,151,49
1749.ppm,88,96,49
1750.ppm,100,94,49
1751.ppm,547,389,49
1752.ppm,87,80,49
1753.ppm,87,81,49
1754.ppm,143,169,49
1755.ppm,67,68,49
1756.ppm,108,106,49
1757.ppm,479,512,49
1758.ppm,70,86,49
1759.ppm,75,81,49
1760.ppm,58,57,49
1761.ppm,544,503,49
1762.ppm,376,392,49
1763.ppm,354,408,49
1764.ppm,291,274,49
1765.ppm,439,450,49
1766.ppm,323,347,49
1767.ppm,256,269,49
1768.ppm,359,370,49
1769.ppm,286,268,49
1770.ppm,239,237,49
1771.ppm,322,320,49
1772.ppm,273,316,49
1773.ppm,99,110,49
1774.ppm,149,152,49
1775.ppm,108,119,49
1776.ppm,140,157,49
1777.ppm,193,208,49
1778.ppm,134,136,49
1779.ppm,171,159,49
1780.ppm,148,148,49
1781.ppm,120,131,49
1782.ppm,178,195,49
1783.ppm,151,155,49
1784.ppm,141,155,49
1785.ppm,166,197,49
1786.ppm,165,157,49
