filename,heigth,width,label
00000_00000.ppm,37,37,10
00000_00001.ppm,37,35,10
00000_00002.ppm,36,36,10
00000_00003.ppm,39,37,10
00000_00004.ppm,37,38,10
00000_00005.ppm,39,38,10
00000_00006.ppm,41,40,10
00000_00007.ppm,40,39,10
00000_00008.ppm,39,39,10
00000_00009.ppm,41,40,10
00000_00010.ppm,42,41,10
00000_00011.ppm,43,42,10
00000_00012.ppm,43,43,10
00000_00013.ppm,43,42,10
00000_00014.ppm,43,43,10
00000_00015.ppm,46,44,10
00000_00016.ppm,46,45,10
00000_00017.ppm,46,45,10
00000_00018.ppm,47,47,10
00000_00019.ppm,48,47,10
00000_00020.ppm,50,49,10
00000_00021.ppm,51,50,10
00000_00022.ppm,52,50,10
00000_00023.ppm,53,51,10
00000_00024.ppm,55,53,10
00000_00025.ppm,55,52,10
00000_00026.ppm,56,53,10
00000_00027.ppm,56,55,10
00000_00028.ppm,62,58,10
00000_00029.ppm,63,59,10
00001_00000.ppm,27,29,10
00001_00001.ppm,27,29,10
00001_00002.ppm,26,29,10
00001_00003.ppm,27,29,10
00001_00004.ppm,27,29,10
00001_00005.ppm,28,31,10
00001_00006.ppm,29,32,10
00001_00007.ppm,30,33,10
00001_00008.ppm,31,34,10
00001_00009.ppm,33,34,10
00001_00010.ppm,35,37,10
00001_00011.ppm,35,38,10
00001_00012.ppm,36,40,10
00001_00013.ppm,36,40,10
00001_00014.ppm,38,41,10
00001_00015.ppm,38,41,10
00001_00016.ppm,39,42,10
00001_00017.ppm,42,45,10
00001_00018.ppm,42,48,10
00001_00019.ppm,45,49,10
00001_00020.ppm,49,53,10
00001_00021.ppm,51,58,10
00001_00022.ppm,53,61,10
00001_00023.ppm,55,64,10
00001_00024.ppm,57,70,10
00001_00025.ppm,61,75,10
00001_00026.ppm,65,80,10
00001_00027.ppm,70,85,10
00001_00028.ppm,76,94,10
00001_00029.ppm,85,107,10
00002_00000.ppm,30,31,10
00002_00001.ppm,31,32,10
00002_00002.ppm,30,33,10
00002_00003.ppm,32,32,10
00002_00004.ppm,32,33,10
00002_00005.ppm,32,34,10
00002_00006.ppm,32,33,10
00002_00007.ppm,32,35,10
00002_00008.ppm,33,34,10
00002_00009.ppm,34,36,10
00002_00010.ppm,35,35,10
00002_00011.ppm,34,37,10
00002_00012.ppm,35,37,10
00002_00013.ppm,36,37,10
00002_00014.ppm,35,37,10
00002_00015.ppm,36,39,10
00002_00016.ppm,37,39,10
00002_00017.ppm,37,40,10
00002_00018.ppm,38,39,10
00002_00019.ppm,39,41,10
00002_00020.ppm,40,41,10
00002_00021.ppm,39,43,10
00002_00022.ppm,41,43,10
00002_00023.ppm,41,43,10
00002_00024.ppm,42,44,10
00002_00025.ppm,43,46,10
00002_00026.ppm,44,46,10
00002_00027.ppm,44,47,10
00002_00028.ppm,45,49,10
00002_00029.ppm,46,49,10
00003_00000.ppm,31,31,10
00003_00001.ppm,31,30,10
00003_00002.ppm,31,31,10
00003_00003.ppm,32,31,10
00003_00004.ppm,33,32,10
00003_00005.ppm,33,33,10
00003_00006.ppm,33,32,10
00003_00007.ppm,34,33,10
00003_00008.ppm,34,33,10
00003_00009.ppm,34,35,10
00003_00010.ppm,35,35,10
00003_00011.ppm,35,34,10
00003_00012.ppm,36,36,10
00003_00013.ppm,37,36,10
00003_00014.ppm,38,36,10
00003_00015.ppm,37,36,10
00003_00016.ppm,39,37,10
00003_00017.ppm,40,37,10
00003_00018.ppm,40,39,10
00003_00019.ppm,41,40,10
00003_00020.ppm,41,40,10
00003_00021.ppm,43,41,10
00003_00022.ppm,43,42,10
00003_00023.ppm,44,43,10
00003_00024.ppm,46,45,10
00003_00025.ppm,47,45,10
00003_00026.ppm,47,47,10
00003_00027.ppm,49,47,10
00003_00028.ppm,49,49,10
00003_00029.ppm,52,50,10
00004_00000.ppm,27,27,10
00004_00001.ppm,28,27,10
00004_00002.ppm,29,27,10
00004_00003.ppm,28,27,10
00004_00004.ppm,28,28,10
00004_00005.ppm,29,28,10
00004_00006.ppm,29,28,10
00004_00007.ppm,29,30,10
00004_00008.ppm,31,30,10
00004_00009.ppm,30,30,10
00004_00010.ppm,31,31,10
00004_00011.ppm,31,32,10
00004_00012.ppm,32,31,10
00004_00013.ppm,32,31,10
00004_00014.ppm,34,33,10
00004_00015.ppm,34,34,10
00004_00016.ppm,35,35,10
00004_00017.ppm,37,37,10
00004_00018.ppm,39,39,10
00004_00019.ppm,41,40,10
00004_00020.ppm,41,40,10
00004_00021.ppm,41,40,10
00004_00022.ppm,46,45,10
00004_00023.ppm,47,48,10
00004_00024.ppm,50,49,10
00004_00025.ppm,51,51,10
00004_00026.ppm,51,52,10
00004_00027.ppm,57,55,10
00004_00028.ppm,60,59,10
00004_00029.ppm,69,68,10
00005_00000.ppm,31,30,10
00005_00001.ppm,31,32,10
00005_00002.ppm,33,32,10
00005_00003.ppm,33,32,10
00005_00004.ppm,33,33,10
00005_00005.ppm,33,32,10
00005_00006.ppm,34,33,10
00005_00007.ppm,33,33,10
00005_00008.ppm,34,35,10
00005_00009.ppm,34,35,10
00005_00010.ppm,34,35,10
00005_00011.ppm,35,34,10
00005_00012.ppm,34,36,10
00005_00013.ppm,35,35,10
00005_00014.ppm,35,35,10
00005_00015.ppm,37,36,10
00005_00016.ppm,37,38,10
00005_00017.ppm,38,38,10
00005_00018.ppm,40,40,10
00005_00019.ppm,42,41,10
00005_00020.ppm,44,44,10
00005_00021.ppm,45,44,10
00005_00022.ppm,47,47,10
00005_00023.ppm,48,49,10
00005_00024.ppm,50,50,10
00005_00025.ppm,52,53,10
00005_00026.ppm,55,56,10
00005_00027.ppm,57,58,10
00005_00028.ppm,59,60,10
00005_00029.ppm,63,62,10
00006_00000.ppm,29,29,10
00006_00001.ppm,29,29,10
00006_00002.ppm,31,30,10
00006_00003.ppm,32,30,10
00006_00004.ppm,32,32,10
00006_00005.ppm,33,33,10
00006_00006.ppm,33,34,10
00006_00007.ppm,35,33,10
00006_00008.ppm,35,35,10
00006_00009.ppm,36,35,10
00006_00010.ppm,37,35,10
00006_00011.ppm,36,37,10
00006_00012.ppm,37,37,10
00006_00013.ppm,38,38,10
00006_00014.ppm,39,39,10
00006_00015.ppm,38,38,10
00006_00016.ppm,40,41,10
00006_00017.ppm,41,42,10
00006_00018.ppm,43,44,10
00006_00019.ppm,46,45,10
00006_00020.ppm,46,45,10
00006_00021.ppm,47,48,10
00006_00022.ppm,50,50,10
00006_00023.ppm,51,52,10
00006_00024.ppm,53,54,10
00006_00025.ppm,58,57,10
00006_00026.ppm,57,57,10
00006_00027.ppm,59,58,10
00006_00028.ppm,60,60,10
00006_00029.ppm,64,64,10
00007_00000.ppm,32,31,10
00007_00001.ppm,32,31,10
00007_00002.ppm,34,32,10
00007_00003.ppm,35,34,10
00007_00004.ppm,35,33,10
00007_00005.ppm,34,33,10
00007_00006.ppm,34,34,10
00007_00007.ppm,36,35,10
00007_00008.ppm,38,36,10
00007_00009.ppm,38,38,10
00007_00010.ppm,40,40,10
00007_00011.ppm,40,41,10
00007_00012.ppm,41,41,10
00007_00013.ppm,41,41,10
00007_00014.ppm,44,44,10
00007_00015.ppm,45,45,10
00007_00016.ppm,47,47,10
00007_00017.ppm,48,48,10
00007_00018.ppm,51,50,10
00007_00019.ppm,53,54,10
00007_00020.ppm,55,56,10
00007_00021.ppm,57,58,10
00007_00022.ppm,60,60,10
00007_00023.ppm,68,69,10
00007_00024.ppm,71,71,10
00007_00025.ppm,80,80,10
00007_00026.ppm,87,88,10
00007_00027.ppm,98,97,10
00007_00028.ppm,107,107,10
00007_00029.ppm,116,115,10
00008_00000.ppm,31,31,10
00008_00001.ppm,30,31,10
00008_00002.ppm,32,31,10
00008_00003.ppm,32,33,10
00008_00004.ppm,32,33,10
00008_00005.ppm,33,33,10
00008_00006.ppm,32,34,10
00008_00007.ppm,34,33,10
00008_00008.ppm,33,34,10
00008_00009.ppm,35,35,10
00008_00010.ppm,37,38,10
00008_00011.ppm,38,39,10
00008_00012.ppm,37,37,10
00008_00013.ppm,37,37,10
00008_00014.ppm,39,39,10
00008_00015.ppm,41,40,10
00008_00016.ppm,43,43,10
00008_00017.ppm,45,45,10
00008_00018.ppm,46,46,10
00008_00019.ppm,49,49,10
00008_00020.ppm,51,50,10
00008_00021.ppm,54,55,10
00008_00022.ppm,57,56,10
00008_00023.ppm,59,59,10
00008_00024.ppm,61,61,10
00008_00025.ppm,63,63,10
00008_00026.ppm,69,68,10
00008_00027.ppm,75,75,10
00008_00028.ppm,82,82,10
00008_00029.ppm,86,87,10
00009_00000.ppm,31,31,10
00009_00001.ppm,32,32,10
00009_00002.ppm,33,32,10
00009_00003.ppm,33,32,10
00009_00004.ppm,33,32,10
00009_00005.ppm,32,32,10
00009_00006.ppm,34,33,10
00009_00007.ppm,34,34,10
00009_00008.ppm,35,35,10
00009_00009.ppm,37,38,10
00009_00010.ppm,37,38,10
00009_00011.ppm,39,38,10
00009_00012.ppm,38,38,10
00009_00013.ppm,39,39,10
00009_00014.ppm,39,40,10
00009_00015.ppm,40,40,10
00009_00016.ppm,41,40,10
00009_00017.ppm,41,41,10
00009_00018.ppm,43,42,10
00009_00019.ppm,43,44,10
00009_00020.ppm,45,45,10
00009_00021.ppm,46,47,10
00009_00022.ppm,48,49,10
00009_00023.ppm,51,51,10
00009_00024.ppm,52,53,10
00009_00025.ppm,54,55,10
00009_00026.ppm,57,56,10
00009_00027.ppm,59,58,10
00009_00028.ppm,60,60,10
00009_00029.ppm,64,64,10
00010_00000.ppm,29,29,10
00010_00001.ppm,31,32,10
00010_00002.ppm,33,33,10
00010_00003.ppm,33,33,10
00010_00004.ppm,33,34,10
00010_00005.ppm,33,34,10
00010_00006.ppm,33,33,10
00010_00007.ppm,33,34,10
00010_00008.ppm,35,33,10
00010_00009.ppm,35,35,10
00010_00010.ppm,34,35,10
00010_00011.ppm,36,36,10
00010_00012.ppm,36,37,10
00010_00013.ppm,38,37,10
00010_00014.ppm,37,37,10
00010_00015.ppm,37,37,10
00010_00016.ppm,38,39,10
00010_00017.ppm,39,40,10
00010_00018.ppm,40,41,10
00010_00019.ppm,42,42,10
00010_00020.ppm,44,44,10
00010_00021.ppm,46,45,10
00010_00022.ppm,48,48,10
00010_00023.ppm,50,50,10
00010_00024.ppm,52,52,10
00010_00025.ppm,53,54,10
00010_00026.ppm,56,55,10
00010_00027.ppm,58,57,10
00010_00028.ppm,59,60,10
00010_00029.ppm,63,62,10
00011_00000.ppm,30,31,10
00011_00001.ppm,30,31,10
00011_00002.ppm,30,32,10
00011_00003.ppm,31,33,10
00011_00004.ppm,31,34,10
00011_00005.ppm,32,35,10
00011_00006.ppm,36,37,10
00011_00007.ppm,37,37,10
00011_00008.ppm,38,37,10
00011_00009.ppm,38,38,10
00011_00010.ppm,42,40,10
00011_00011.ppm,41,41,10
00011_00012.ppm,43,42,10
00011_00013.ppm,43,44,10
00011_00014.ppm,44,44,10
00011_00015.ppm,44,45,10
00011_00016.ppm,46,46,10
00011_00017.ppm,46,46,10
00011_00018.ppm,48,49,10
00011_00019.ppm,51,51,10
00011_00020.ppm,53,52,10
00011_00021.ppm,58,57,10
00011_00022.ppm,60,61,10
00011_00023.ppm,68,67,10
00011_00024.ppm,70,71,10
00011_00025.ppm,73,74,10
00011_00026.ppm,82,81,10
00011_00027.ppm,85,85,10
00011_00028.ppm,94,95,10
00011_00029.ppm,107,106,10
00012_00000.ppm,31,30,10
00012_00001.ppm,31,31,10
00012_00002.ppm,31,32,10
00012_00003.ppm,31,31,10
00012_00004.ppm,33,33,10
00012_00005.ppm,32,32,10
00012_00006.ppm,33,34,10
00012_00007.ppm,34,34,10
00012_00008.ppm,34,35,10
00012_00009.ppm,36,36,10
00012_00010.ppm,36,36,10
00012_00011.ppm,36,36,10
00012_00012.ppm,38,37,10
00012_00013.ppm,38,38,10
00012_00014.ppm,39,39,10
