filename,heigth,width,label
00000_00000.ppm,82,81,39
00000_00001.ppm,81,81,39
00000_00002.ppm,81,82,39
00000_00003.ppm,82,83,39
00000_00004.ppm,85,85,39
00000_00005.ppm,85,86,39
00000_00006.ppm,86,87,39
00000_00007.ppm,88,89,39
00000_00008.ppm,91,90,39
00000_00009.ppm,92,92,39
00000_00010.ppm,95,92,39
00000_00011.ppm,98,95,39
00000_00012.ppm,99,98,39
00000_00013.ppm,103,99,39
00000_00014.ppm,106,103,39
00000_00015.ppm,109,107,39
00000_00016.ppm,110,110,39
00000_00017.ppm,115,112,39
00000_00018.ppm,118,117,39
00000_00019.ppm,120,120,39
00000_00020.ppm,128,127,39
00000_00021.ppm,131,130,39
00000_00022.ppm,134,134,39
00000_00023.ppm,140,137,39
00000_00024.ppm,148,145,39
00000_00025.ppm,156,151,39
00000_00026.ppm,161,157,39
00000_00027.ppm,168,164,39
00000_00028.ppm,183,179,39
00000_00029.ppm,193,188,39
00001_00000.ppm,27,25,39
00001_00001.ppm,29,27,39
00001_00002.ppm,29,27,39
00001_00003.ppm,28,26,39
00001_00004.ppm,29,28,39
00001_00005.ppm,30,29,39
00001_00006.ppm,29,28,39
00001_00007.ppm,31,30,39
00001_00008.ppm,30,30,39
00001_00009.ppm,32,30,39
00001_00010.ppm,32,31,39
00001_00011.ppm,34,31,39
00001_00012.ppm,35,32,39
00001_00013.ppm,36,35,39
00001_00014.ppm,36,35,39
00001_00015.ppm,38,37,39
00001_00016.ppm,40,37,39
00001_00017.ppm,40,39,39
00001_00018.ppm,41,40,39
00001_00019.ppm,42,41,39
00001_00020.ppm,43,42,39
00001_00021.ppm,44,44,39
00001_00022.ppm,46,45,39
00001_00023.ppm,48,45,39
00001_00024.ppm,50,49,39
00001_00025.ppm,52,50,39
00001_00026.ppm,54,52,39
00001_00027.ppm,56,53,39
00001_00028.ppm,57,55,39
00001_00029.ppm,60,59,39
00002_00000.ppm,52,48,39
00002_00001.ppm,52,48,39
00002_00002.ppm,52,48,39
00002_00003.ppm,53,49,39
00002_00004.ppm,54,49,39
00002_00005.ppm,54,49,39
00002_00006.ppm,54,50,39
00002_00007.ppm,55,49,39
00002_00008.ppm,57,51,39
00002_00009.ppm,57,52,39
00002_00010.ppm,57,53,39
00002_00011.ppm,57,53,39
00002_00012.ppm,58,54,39
00002_00013.ppm,60,54,39
00002_00014.ppm,60,55,39
00002_00015.ppm,62,57,39
00002_00016.ppm,62,57,39
00002_00017.ppm,64,60,39
00002_00018.ppm,67,61,39
00002_00019.ppm,71,61,39
00002_00020.ppm,74,65,39
00002_00021.ppm,76,69,39
00002_00022.ppm,79,74,39
00002_00023.ppm,83,77,39
00002_00024.ppm,86,82,39
00002_00025.ppm,92,86,39
00002_00026.ppm,97,93,39
00002_00027.ppm,104,98,39
00002_00028.ppm,110,108,39
00002_00029.ppm,119,117,39
00003_00000.ppm,25,27,39
00003_00001.ppm,27,28,39
00003_00002.ppm,28,29,39
00003_00003.ppm,29,29,39
00003_00004.ppm,29,29,39
00003_00005.ppm,31,30,39
