filename,heigth,width,label
483.ppm,874,1133,45
484.ppm,680,930,45
485.ppm,510,625,45
486.ppm,746,834,45
487.ppm,679,609,45
488.ppm,609,603,45
489.ppm,718,934,45
490.ppm,721,730,45
491.ppm,590,834,45
492.ppm,585,758,45
493.ppm,345,365,45
494.ppm,512,580,45
495.ppm,407,482,45
496.ppm,527,667,45
497.ppm,281,326,45
498.ppm,598,790,45
499.ppm,329,381,45
500.ppm,759,646,45
501.ppm,461,548,45
502.ppm,498,552,45
503.ppm,290,354,45
504.ppm,279,260,45
505.ppm,350,393,45
506.ppm,194,220,45
507.ppm,221,334,45
508.ppm,423,476,45
509.ppm,267,352,45
510.ppm,284,311,45
511.ppm,380,443,45
512.ppm,112,121,45
513.ppm,525,595,45
514.ppm,477,543,45
515.ppm,282,339,45
516.ppm,474,508,45
517.ppm,674,779,45
518.ppm,530,634,45
519.ppm,354,385,45
520.ppm,474,547,45
521.ppm,460,483,45
522.ppm,247,285,45
523.ppm,464,488,45
524.ppm,609,653,45
525.ppm,556,645,45
526.ppm,328,308,45
527.ppm,428,473,45
528.ppm,753,705,45
529.ppm,338,384,45
530.ppm,459,563,45
531.ppm,440,430,45
532.ppm,310,334,45
533.ppm,230,256,45
534.ppm,378,446,45
535.ppm,366,471,45
536.ppm,590,528,45
537.ppm,618,746,45
538.ppm,545,512,45
539.ppm,300,362,45
540.ppm,810,851,45
541.ppm,342,368,45
542.ppm,322,375,45
543.ppm,388,449,45
544.ppm,341,330,45
545.ppm,380,403,45
546.ppm,315,338,45
547.ppm,248,253,45
548.ppm,210,235,45
549.ppm,208,213,45
550.ppm,280,308,45
551.ppm,258,269,45
552.ppm,196,188,45
553.ppm,234,235,45
554.ppm,291,290,45
555.ppm,345,366,45
556.ppm,304,323,45
557.ppm,221,247,45
558.ppm,534,338,45
559.ppm,573,430,45
560.ppm,356,282,45
561.ppm,512,379,45
562.ppm,351,285,45
563.ppm,517,418,45
564.ppm,497,376,45
565.ppm,410,311,45
566.ppm,548,413,45
567.ppm,341,275,45
568.ppm,414,313,45
569.ppm,344,267,45
570.ppm,406,438,45
571.ppm,407,279,45
572.ppm,597,380,45
573.ppm,597,380,45
574.ppm,550,335,45
575.ppm,427,283,45
576.ppm,396,280,45
577.ppm,378,258,45
578.ppm,556,344,45
579.ppm,376,269,45
580.ppm,381,303,45
581.ppm,235,215,45
582.ppm,354,238,45
583.ppm,484,170,45
584.ppm,337,196,45
585.ppm,397,281,45
586.ppm,397,287,45
587.ppm,397,287,45
588.ppm,455,303,45
589.ppm,424,267,45
590.ppm,424,267,45
591.ppm,343,256,45
592.ppm,608,426,45
593.ppm,441,362,45
594.ppm,392,302,45
595.ppm,392,302,45
596.ppm,353,235,45
597.ppm,340,254,45
598.ppm,340,254,45
599.ppm,484,358,45
600.ppm,338,221,45
601.ppm,306,200,45
602.ppm,348,242,45
603.ppm,289,200,45
604.ppm,451,329,45
605.ppm,375,298,45
606.ppm,460,374,45
607.ppm,338,268,45
608.ppm,447,336,45
609.ppm,464,314,45
610.ppm,449,265,45
611.ppm,367,307,45
612.ppm,403,307,45
613.ppm,352,210,45
614.ppm,344,300,45
615.ppm,362,259,45
616.ppm,319,333,45
617.ppm,285,283,45
618.ppm,665,434,45
619.ppm,345,283,45
620.ppm,615,475,45
621.ppm,293,278,45
622.ppm,287,282,45
623.ppm,642,587,45
624.ppm,240,218,45
625.ppm,256,244,45
626.ppm,216,216,45
627.ppm,194,190,45
628.ppm,132,179,45
629.ppm,347,216,45
630.ppm,577,558,45
631.ppm,299,231,45
632.ppm,115,157,45
633.ppm,124,145,45
634.ppm,168,171,45
635.ppm,163,158,45
636.ppm,129,143,45
637.ppm,129,150,45
638.ppm,113,97,45
639.ppm,111,106,45
640.ppm,291,295,45
641.ppm,303,366,45
642.ppm,244,237,45
643.ppm,515,358,45
644.ppm,415,375,45
645.ppm,198,201,45
646.ppm,207,204,45
647.ppm,124,121,45
648.ppm,151,149,45
649.ppm,46,55,45
650.ppm,118,119,45
651.ppm,63,65,45
652.ppm,77,103,45
653.ppm,98,84,45
654.ppm,128,130,45
655.ppm,106,172,45
656.ppm,82,125,45
657.ppm,104,101,45
658.ppm,134,144,45
659.ppm,228,189,45
660.ppm,113,123,45
661.ppm,101,120,45
662.ppm,235,214,45
663.ppm,73,91,45
664.ppm,74,111,45
665.ppm,84,79,45
666.ppm,294,324,45
667.ppm,108,145,45
668.ppm,111,151,45
669.ppm,199,225,45
670.ppm,190,169,45
671.ppm,243,196,45
672.ppm,432,332,45
673.ppm,816,627,45
674.ppm,269,280,45
675.ppm,511,544,45
676.ppm,561,619,45
677.ppm,236,281,45
678.ppm,410,406,45
679.ppm,302,236,45
680.ppm,85,74,45
681.ppm,115,105,45
682.ppm,540,332,45
683.ppm,218,144,45
684.ppm,184,169,45
685.ppm,312,285,45
686.ppm,329,306,45
687.ppm,52,58,45
688.ppm,776,592,45
689.ppm,104,84,45
690.ppm,123,81,45
691.ppm,292,225,45
692.ppm,123,99,45
693.ppm,169,140,45
694.ppm,557,353,45
695.ppm,87,84,45
696.ppm,256,235,45
697.ppm,542,493,45
698.ppm,76,66,45
699.ppm,97,79,45
700.ppm,631,500,45
701.ppm,115,100,45
702.ppm,141,128,45
703.ppm,195,150,45
704.ppm,243,240,45
705.ppm,116,99,45
706.ppm,377,238,45
707.ppm,429,345,45
708.ppm,175,143,45
709.ppm,307,240,45
710.ppm,225,204,45
711.ppm,729,547,45
712.ppm,93,69,45
713.ppm,487,359,45
714.ppm,127,123,45
715.ppm,93,89,45
716.ppm,100,79,45
717.ppm,449,415,45
718.ppm,442,315,45
719.ppm,79,74,45
720.ppm,350,346,45
721.ppm,278,229,45
722.ppm,553,503,45
723.ppm,667,625,45
724.ppm,745,685,45
725.ppm,614,599,45
726.ppm,193,209,45
727.ppm,101,114,45
728.ppm,615,416,45
729.ppm,167,117,45
730.ppm,271,285,45
731.ppm,393,486,45
732.ppm,204,187,45
733.ppm,187,167,45
