filename,heigth,width,label
00000_00000.ppm,29,29,41
00000_00001.ppm,29,29,41
00000_00002.ppm,31,29,41
00000_00003.ppm,30,30,41
00000_00004.ppm,30,30,41
00000_00005.ppm,31,30,41
00000_00006.ppm,31,32,41
00000_00007.ppm,33,32,41
00000_00008.ppm,33,32,41
00000_00009.ppm,34,32,41
00000_00010.ppm,34,33,41
00000_00011.ppm,36,35,41
00000_00012.ppm,37,37,41
00000_00013.ppm,38,38,41
00000_00014.ppm,40,40,41
00000_00015.ppm,41,41,41
00000_00016.ppm,42,41,41
00000_00017.ppm,44,43,41
00000_00018.ppm,47,45,41
00000_00019.ppm,49,47,41
00000_00020.ppm,50,49,41
00000_00021.ppm,52,50,41
00000_00022.ppm,56,53,41
00000_00023.ppm,58,58,41
00000_00024.ppm,65,65,41
00000_00025.ppm,72,71,41
00000_00026.ppm,80,82,41
00000_00027.ppm,85,86,41
00000_00028.ppm,99,99,41
00000_00029.ppm,117,112,41
00001_00000.ppm,28,26,41
00001_00001.ppm,28,27,41
00001_00002.ppm,29,27,41
00001_00003.ppm,29,27,41
00001_00004.ppm,28,28,41
00001_00005.ppm,29,27,41
00001_00006.ppm,29,28,41
00001_00007.ppm,30,28,41
00001_00008.ppm,30,28,41
00001_00009.ppm,32,28,41
00001_00010.ppm,33,30,41
00001_00011.ppm,33,32,41
00001_00012.ppm,33,32,41
00001_00013.ppm,35,33,41
00001_00014.ppm,36,33,41
00001_00015.ppm,37,33,41
00001_00016.ppm,39,35,41
00001_00017.ppm,39,36,41
00001_00018.ppm,41,39,41
00001_00019.ppm,43,40,41
00001_00020.ppm,45,43,41
00001_00021.ppm,47,45,41
00001_00022.ppm,48,45,41
00001_00023.ppm,52,50,41
00001_00024.ppm,54,52,41
00001_00025.ppm,59,58,41
00001_00026.ppm,62,59,41
00001_00027.ppm,71,68,41
00001_00028.ppm,77,74,41
00001_00029.ppm,84,81,41
00002_00000.ppm,33,30,41
00002_00001.ppm,33,32,41
00002_00002.ppm,33,31,41
00002_00003.ppm,33,31,41
00002_00004.ppm,33,32,41
00002_00005.ppm,35,33,41
00002_00006.ppm,34,33,41
00002_00007.ppm,36,35,41
00002_00008.ppm,37,34,41
00002_00009.ppm,37,37,41
00002_00010.ppm,38,38,41
00002_00011.ppm,41,38,41
00002_00012.ppm,41,39,41
00002_00013.ppm,42,41,41
00002_00014.ppm,44,41,41
00002_00015.ppm,44,43,41
00002_00016.ppm,46,45,41
00002_00017.ppm,49,47,41
00002_00018.ppm,52,50,41
00002_00019.ppm,55,54,41
00002_00020.ppm,59,57,41
00002_00021.ppm,63,59,41
00002_00022.ppm,70,63,41
00002_00023.ppm,74,70,41
00002_00024.ppm,82,75,41
00002_00025.ppm,87,80,41
00002_00026.ppm,98,92,41
00002_00027.ppm,112,104,41
00002_00028.ppm,128,117,41
00002_00029.ppm,144,131,41
00003_00000.ppm,38,36,41
00003_00001.ppm,39,37,41
00003_00002.ppm,38,38,41
00003_00003.ppm,40,39,41
00003_00004.ppm,41,41,41
00003_00005.ppm,41,41,41
00003_00006.ppm,43,41,41
00003_00007.ppm,42,41,41
00003_00008.ppm,42,41,41
00003_00009.ppm,43,42,41
00003_00010.ppm,45,44,41
00003_00011.ppm,46,44,41
00003_00012.ppm,46,45,41
00003_00013.ppm,47,47,41
00003_00014.ppm,48,48,41
00003_00015.ppm,50,49,41
00003_00016.ppm,53,51,41
00003_00017.ppm,52,50,41
00003_00018.ppm,53,51,41
00003_00019.ppm,55,53,41
00003_00020.ppm,55,53,41
00003_00021.ppm,55,51,41
00003_00022.ppm,56,56,41
00003_00023.ppm,58,57,41
00003_00024.ppm,62,59,41
00003_00025.ppm,61,58,41
00003_00026.ppm,62,62,41
00003_00027.ppm,61,61,41
00003_00028.ppm,71,70,41
00003_00029.ppm,68,68,41
00004_00000.ppm,25,26,41
00004_00001.ppm,27,27,41
00004_00002.ppm,28,27,41
00004_00003.ppm,28,27,41
00004_00004.ppm,29,29,41
00004_00005.ppm,28,30,41
00004_00006.ppm,30,31,41
00004_00007.ppm,30,30,41
00004_00008.ppm,30,32,41
00004_00009.ppm,31,32,41
00004_00010.ppm,33,33,41
00004_00011.ppm,33,34,41
00004_00012.ppm,33,35,41
00004_00013.ppm,35,35,41
00004_00014.ppm,36,36,41
00004_00015.ppm,37,36,41
00004_00016.ppm,39,38,41
00004_00017.ppm,39,38,41
00004_00018.ppm,41,38,41
00004_00019.ppm,41,41,41
00004_00020.ppm,44,42,41
00004_00021.ppm,46,43,41
00004_00022.ppm,46,47,41
00004_00023.ppm,50,48,41
00004_00024.ppm,52,50,41
00004_00025.ppm,54,54,41
00004_00026.ppm,58,59,41
00004_00027.ppm,64,64,41
00004_00028.ppm,69,69,41
00004_00029.ppm,74,73,41
00005_00000.ppm,25,27,41
00005_00001.ppm,26,28,41
00005_00002.ppm,26,28,41
00005_00003.ppm,26,27,41
00005_00004.ppm,27,27,41
00005_00005.ppm,26,28,41
00005_00006.ppm,28,29,41
00005_00007.ppm,28,29,41
00005_00008.ppm,29,29,41
00005_00009.ppm,29,29,41
00005_00010.ppm,32,30,41
00005_00011.ppm,33,31,41
00005_00012.ppm,33,32,41
00005_00013.ppm,35,34,41
00005_00014.ppm,36,33,41
00005_00015.ppm,36,33,41
00005_00016.ppm,37,37,41
00005_00017.ppm,38,39,41
00005_00018.ppm,38,39,41
00005_00019.ppm,41,40,41
00005_00020.ppm,41,40,41
00005_00021.ppm,43,44,41
00005_00022.ppm,46,45,41
00005_00023.ppm,48,47,41
00005_00024.ppm,50,49,41
00005_00025.ppm,52,51,41
00005_00026.ppm,55,55,41
00005_00027.ppm,59,59,41
00005_00028.ppm,63,62,41
00005_00029.ppm,70,70,41
00006_00000.ppm,27,26,41
00006_00001.ppm,27,28,41
00006_00002.ppm,28,27,41
00006_00003.ppm,29,28,41
00006_00004.ppm,29,28,41
00006_00005.ppm,28,28,41
00006_00006.ppm,30,30,41
00006_00007.ppm,32,30,41
00006_00008.ppm,33,33,41
00006_00009.ppm,32,33,41
00006_00010.ppm,34,33,41
00006_00011.ppm,36,35,41
00006_00012.ppm,37,36,41
00006_00013.ppm,37,38,41
00006_00014.ppm,37,39,41
00006_00015.ppm,38,39,41
00006_00016.ppm,40,39,41
00006_00017.ppm,42,42,41
00006_00018.ppm,46,44,41
00006_00019.ppm,47,46,41
00006_00020.ppm,50,50,41
00006_00021.ppm,52,54,41
00006_00022.ppm,55,54,41
00006_00023.ppm,57,56,41
00006_00024.ppm,61,60,41
00006_00025.ppm,70,67,41
00006_00026.ppm,72,71,41
00006_00027.ppm,81,77,41
00006_00028.ppm,93,87,41
00006_00029.ppm,98,96,41
00007_00000.ppm,32,33,41
00007_00001.ppm,33,33,41
00007_00002.ppm,34,33,41
00007_00003.ppm,34,34,41
00007_00004.ppm,35,35,41
00007_00005.ppm,34,34,41
00007_00006.ppm,35,36,41
00007_00007.ppm,36,36,41
00007_00008.ppm,37,36,41
00007_00009.ppm,36,36,41
00007_00010.ppm,38,38,41
00007_00011.ppm,38,37,41
00007_00012.ppm,39,39,41
00007_00013.ppm,40,39,41
00007_00014.ppm,42,40,41
00007_00015.ppm,42,42,41
00007_00016.ppm,43,42,41
00007_00017.ppm,45,43,41
00007_00018.ppm,46,46,41
00007_00019.ppm,46,47,41
00007_00020.ppm,48,48,41
00007_00021.ppm,51,50,41
00007_00022.ppm,52,52,41
00007_00023.ppm,53,52,41
00007_00024.ppm,55,55,41
00007_00025.ppm,58,57,41
00007_00026.ppm,60,59,41
00007_00027.ppm,63,60,41
00007_00028.ppm,65,63,41
00007_00029.ppm,73,70,41
