filename,heigth,width,label
00000_00000.ppm,41,42,15
00000_00001.ppm,40,37,15
00000_00002.ppm,40,38,15
00000_00003.ppm,42,38,15
00000_00004.ppm,45,41,15
00000_00005.ppm,44,42,15
00000_00006.ppm,44,42,15
00000_00007.ppm,44,43,15
00000_00008.ppm,47,45,15
00000_00009.ppm,47,46,15
00000_00010.ppm,48,45,15
00000_00011.ppm,48,46,15
00000_00012.ppm,47,46,15
00000_00013.ppm,49,47,15
00000_00014.ppm,50,47,15
00000_00015.ppm,50,49,15
00000_00016.ppm,50,49,15
00000_00017.ppm,50,50,15
00000_00018.ppm,51,51,15
00000_00019.ppm,53,52,15
00000_00020.ppm,53,53,15
00000_00021.ppm,54,53,15
00000_00022.ppm,55,54,15
00000_00023.ppm,54,55,15
00000_00024.ppm,57,55,15
00000_00025.ppm,58,57,15
00000_00026.ppm,59,58,15
00000_00027.ppm,61,59,15
00000_00028.ppm,63,61,15
00000_00029.ppm,63,60,15
00001_00000.ppm,55,26,15
00001_00001.ppm,56,26,15
00001_00002.ppm,57,26,15
00001_00003.ppm,58,26,15
00001_00004.ppm,58,27,15
00001_00005.ppm,60,28,15
00001_00006.ppm,60,28,15
00001_00007.ppm,61,28,15
00001_00008.ppm,63,31,15
00001_00009.ppm,65,32,15
00001_00010.ppm,68,31,15
00001_00011.ppm,70,33,15
00001_00012.ppm,73,33,15
00001_00013.ppm,77,34,15
00001_00014.ppm,81,35,15
00001_00015.ppm,84,38,15
00001_00016.ppm,85,39,15
00001_00017.ppm,88,40,15
00001_00018.ppm,95,44,15
00001_00019.ppm,97,45,15
00001_00020.ppm,99,47,15
00001_00021.ppm,105,48,15
00001_00022.ppm,108,51,15
00001_00023.ppm,117,58,15
00001_00024.ppm,121,60,15
00001_00025.ppm,129,64,15
00001_00026.ppm,133,70,15
00001_00027.ppm,140,73,15
00001_00028.ppm,157,88,15
00001_00029.ppm,164,97,15
00002_00000.ppm,32,28,15
00002_00001.ppm,34,29,15
00002_00002.ppm,36,31,15
